Weighted amount,Deal Description,"Cumulative time in ""BANT Deal. Pain ID'ed (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Sales Pipeline)"" (HH:mm:ss)",Days to close,Deal Score,Close Date,Deal source attribution 2,"Cumulative time in ""In Trial - Trial in Progress (Sales Pipeline)"" (HH:mm:ss)",Contract Start Date,"Cumulative time in ""Partner Referrals  (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Closed Lost (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Deep Dive. PSP Drafted (Sales Pipeline)"" (HH:mm:ss)",Pipeline,Record ID,Forecast category,Original Traffic Source,Associated Company,Deal owner,Annual contract value,Is Closed (numeric),Amount in company currency,Annual recurring revenue,Monthly recurring revenue,Deal probability,Associated Company (Primary),Is Closed Won,Forecast probability,Contract End Date,Last Activity Date,Contract Term (Months),Trial Start date,Is closed lost,Weighted amount in company currency,Is Deal Closed?,Trial End Date,Deal Name,Amount,"Cumulative time in ""Closed Trial (Sales Pipeline)"" (HH:mm:ss)",Forecast amount,"Cumulative time in ""Negotiation (Sales Pipeline)"" (HH:mm:ss)",Is Open (numeric),"Cumulative time in ""Renewals  (Sales Pipeline)"" (HH:mm:ss)",Create Date,"Cumulative time in ""Contract Sent (Sales Pipeline)"" (HH:mm:ss)",Total contract value,Last Modified Date,"Cumulative time in ""Closed Won (Sales Pipeline)"" (HH:mm:ss)",Deal Stage,Deal Type
30000.0,Medicare and Bi Lingual NLB,720:24:58,,77.0,,2024-01-04 13:06,Other,,,,,,Sales Pipeline,15690903128,Closed won,Offline Sources,Associated_f62b3a08,Deal_b7ff96bb,,1.0,30000.0,,,1.0,Associated_f62b3a08,True,,,2024-09-27 09:18,,,False,30000.0,True,,Deal_cbe18dca,30000.0,,30000.0,503:08:32,0.0,,2023-10-18 15:01,647:30:50,,2025-01-14 17:11,,Closed Won,Growth
10200.0,Increasing Symc from 70-100 licenses,,,32.0,,2023-11-20 11:18,Other,,,,,,Sales Pipeline,15690865440,Closed won,Direct Traffic,,Deal_b7ff96bb,,1.0,10200.0,,,1.0,,True,,,2023-11-16 11:13,,2023-10-31,False,10200.0,True,2023-10-31,Deal_c6f8f609,10200.0,,10200.0,,0.0,,2023-10-18 14:37,600:11:31,,2024-11-21 14:57,00:01:37,Closed Won,Growth
0.0,"200 to 300 agents, adding OTR and Lean for sym cre...",1172:32:58,,90.0,,2024-01-02 16:55,Other,,,,,,Sales Pipeline,15449480087,Not forecasted,Offline Sources,Associated_7059f1f6,Deal_b7ff96bb,,1.0,31000.0,,,0.0,Associated_7059f1f6,False,,,2024-12-18 10:20,,,True,0.0,True,,Deal_446ffde6,31000.0,,31000.0,702:18:46,0.0,,2023-10-04 14:41,288:21:56,,2025-02-11 06:31,,Closed Lost,Growth
0.0,Renewal- 70 licenses for annual term,,,456.0,,2025-01-03 09:54,Other,,,,,,Sales Pipeline,15449642647,Not forecasted,Offline Sources,,Deal_b7ff96bb,,1.0,0.0,,,0.0,,False,,,2024-12-16 12:25,,,True,0.0,True,,Deal_c0fd82b5,0.0,,0.0,,0.0,3767:44:12,2023-10-04 14:36,,,2025-02-11 06:31,,Closed Lost,Renewal
5000.0,SSO,335:53:30,,13.0,,2023-10-18 14:26,Other,,,,,,Sales Pipeline,15449478985,Closed won,Offline Sources,,Deal_b7ff96bb,,1.0,5000.0,,,1.0,,True,,,2024-12-18 10:20,,2023-10-18,False,5000.0,True,2023-10-18,Deal_a87d0c1c,5000.0,,5000.0,,0.0,,2023-10-04 14:32,,,2025-02-11 06:31,,Closed Won,Growth
7500.0,Burst licenses- 100 users for 3 months,336:16:05,,35.0,,2023-11-09 13:27,Other,,,,,,Sales Pipeline,15449641791,Closed won,Offline Sources,Associated_0172e8dc,Deal_b7ff96bb,,1.0,7500.0,,,1.0,Associated_0172e8dc,True,,,2024-12-18 10:20,,,False,7500.0,True,,Deal_cfd1d803,7500.0,,7500.0,,0.0,,2023-10-04 14:30,527:40:48,,2025-02-11 06:31,,Closed Won,Growth
0.0,Free Trial,7730:41:39,840:01:14,357.0,,2024-09-19 14:15,Event,,,,,,Sales Pipeline,15361319218,Not forecasted,Organic Search,Associated_0c99d7e6,Deal_3d3dc242,,1.0,50000.0,,,0.0,Associated_0c99d7e6,False,,,2024-02-07 08:29,,,True,0.0,True,,Deal_1ec21389,50000.0,,50000.0,,0.0,,2023-09-28 11:32,,,2024-11-05 09:31,,Closed Lost,New
0.0,200 users for training on logistics and soft skill...,00:00:04,,158.0,,2024-03-03 20:20,Search,3247:11:58,,,,,Sales Pipeline,15340342049,Not forecasted,Organic Social,Associated_15711e9f,Deal_3d3dc242,,1.0,30000.0,,,0.0,Associated_15711e9f,False,,,2024-02-20 09:36,,,True,0.0,True,,Deal_8edbea80,30000.0,,30000.0,,0.0,,2023-09-27 10:02,,,2025-02-12 15:10,,Closed Lost,New
0.0,Returning Customer,2476:39:48,,103.0,,2024-01-02 14:17,Other,,,,,,Sales Pipeline,15271115588,Not forecasted,Offline Sources,Associated_98fb0ace,Deal_b7ff96bb,,1.0,30000.0,,,0.0,Associated_98fb0ace,False,,,2023-09-27 10:40,,,True,0.0,True,,Deal_511d59cd,30000.0,,30000.0,,0.0,,2023-09-21 10:37,,,2024-09-18 18:48,,Closed Lost,Growth
0.0,New,01:28:37,,0.0,,2023-09-21 11:47,Other,,,,,,Sales Pipeline,15270815807,Not forecasted,Offline Sources,Associated_98fb0ace,Deal_b7ff96bb,,1.0,30000.0,,,0.0,Associated_98fb0ace,False,,,,,,True,0.0,True,,Deal_d0739118,30000.0,,30000.0,,0.0,,2023-09-21 10:18,,,2024-09-18 18:48,,Closed Lost,Growth
0.0,"1,000 agents, adapting their recruitment an onboar...",4595:23:12,,191.0,,2024-03-27 21:23,SymTrain EE name,,,,,,Sales Pipeline,15220484379,Not forecasted,Offline Sources,Associated_6909483f,Deal_3d3dc242,,1.0,50000.0,,,0.0,Associated_6909483f,False,,,2023-10-27 09:00,,,True,0.0,True,,Deal_ac3ed625,50000.0,,50000.0,,0.0,,2023-09-18 10:00,,,2024-09-02 16:38,,Closed Lost,New
0.0,Full lifecycle use case,4595:25:15,,191.0,,2024-03-27 21:24,SymTrain EE name,,,,,,Sales Pipeline,15220484102,Not forecasted,Offline Sources,Associated_4ce238e9,Deal_3d3dc242,,1.0,50000.0,,,0.0,Associated_4ce238e9,False,,,2023-10-27 09:00,,,True,0.0,True,,Deal_4ce238e9,50000.0,,50000.0,,0.0,,2023-09-18 09:58,,,2025-01-15 12:46,,Closed Lost,New
0.0,Air Traffic Control Team,1056:28:17,,44.0,,2023-11-01 10:19,SymTrain EE name,,,,,,Sales Pipeline,15220482129,Not forecasted,Offline Sources,Associated_d2727223,Deal_3d3dc242,,1.0,50000.0,,,0.0,Associated_d2727223,False,,,2023-09-15 13:30,,,True,0.0,True,,Deal_d2727223,50000.0,,50000.0,,0.0,,2023-09-18 09:49,,,2024-09-02 16:38,,Closed Lost,New
31500.0,Trial with Bread for onboarding. like to expand to...,,,309.0,,2024-07-17 12:26,SymTrain EE name,5542:09:44,,,,,Sales Pipeline,15124574762,Closed won,Offline Sources,Associated_73370300,Deal_a360069f,,1.0,31500.0,,,1.0,Associated_73370300,True,,,2024-11-26 09:21,,2023-12-01,False,31500.0,True,2024-03-31,Deal_afac918b,31500.0,,31500.0,1338:34:46,0.0,,2023-09-12 10:58,,,2025-02-19 10:07,,Closed Won,New
0.0,Supporting their healthcare client with training. ...,3524:56:43,,146.0,,2024-01-30 07:49,SymTrain EE name,,,,,,Sales Pipeline,14997595409,Not forecasted,Organic Search,Associated_ea2b6b10,Deal_3d3dc242,,1.0,70000.0,,,0.0,Associated_ea2b6b10,False,,,,,,True,0.0,True,,Deal_cf3a18f6,70000.0,,70000.0,,0.0,,2023-09-05 11:52,,,2024-09-02 16:39,,Closed Lost,New
14400.0,Full agent lifecycle,1227:55:49,,167.0,,2024-02-19 13:34,SymTrain EE name,2180:52:38,,,,242:35:29,Sales Pipeline,14997026612,Closed won,Direct Traffic,Associated_499f0a3c,Deal_3d3dc242,,1.0,14400.0,,,1.0,Associated_499f0a3c,True,,,2024-05-22 13:47,,2023-11-17,False,14400.0,True,2024-02-17,Deal_0ea4e8c7,14400.0,149:26:54,14400.0,90:58:09,0.0,,2023-09-05 11:51,25:50:17,,2024-09-11 16:36,,Closed Won,New
25000.0,Anupam runs digital innovation lab. Automating tra...,10722:29:15,,596.0,11.0,2025-04-11 11:27,PAM,,,,,,Sales Pipeline,14796495288,Best case,Offline Sources,Associated_ea730840,Deal_3d3dc242,,0.0,50000.0,,,0.5,Associated_ea730840,False,,,2024-12-10 10:30,,,False,25000.0,False,,Deal_0e12935a,50000.0,,50000.0,,1.0,,2023-08-23 16:03,,,2025-02-12 11:28,,Contract Sent,New
0.0,This group is brought in for any training that nee...,1865:25:15,,77.0,,2023-11-09 08:26,Event,,,,,,Sales Pipeline,14796277431,Not forecasted,Offline Sources,Associated_aec87052,Deal_3d3dc242,,1.0,50000.0,,,0.0,Associated_aec87052,False,,,2023-08-30 20:00,,,True,0.0,True,,Deal_5bc8b036,50000.0,,50000.0,,0.0,,2023-08-23 16:01,,,2024-11-05 09:31,,Closed Lost,New
0.0,Full agent life cycle for all center divisions,814:52:03,,208.0,,2024-03-18 11:19,Referral Partner,,,,,,Sales Pipeline,14785508700,Not forecasted,Offline Sources,Associated_d3ca05f6,Deal_3d3dc242,,1.0,20000.0,,,0.0,Associated_d3ca05f6,False,,,2023-12-26 14:54,,,True,0.0,True,2023-12-08,Deal_4a694ce8,20000.0,,20000.0,2616:19:02,0.0,,2023-08-22 14:55,,,2025-01-14 16:35,,Closed Lost,New
0.0,"customer service, claims and IT teams for 250 agen...",1638:40:50,,134.0,,2024-01-03 18:03,PAM,,,,,,Sales Pipeline,14785508475,Not forecasted,Offline Sources,Associated_a93c760a,Deal_3d3dc242,,1.0,55500.0,,,0.0,Associated_a93c760a,False,,,2023-08-22 14:52,,,True,0.0,True,,Deal_a93c760a,55500.0,,55500.0,,0.0,,2023-08-22 14:53,,,2025-02-05 13:45,,Closed Lost,New
0.0,40 Agents 24 Month (4 Months Free),,,19.0,,2023-09-07 12:52,Event,,,,,,Sales Pipeline,14726829882,Not forecasted,Offline Sources,Associated_33a20d27,Deal_9c8b330d,,1.0,12000.0,,,0.0,Associated_33a20d27,False,,,2023-08-22 14:00,,,True,0.0,True,,Deal_ccb36ef9,12000.0,,12000.0,,0.0,,2023-08-18 16:55,,,2024-08-02 11:36,,Closed Lost,New
0.0,"100 agents,  internal and 2 BPOs",2159:04:03,,89.0,,2023-11-09 08:27,PAM,,,,,,Sales Pipeline,14575314266,Not forecasted,Organic Search,Associated_b7cd45f5,Deal_3d3dc242,,1.0,30000.0,,,0.0,Associated_b7cd45f5,False,,,2023-08-22 16:30,,,True,0.0,True,,Deal_86f23b56,30000.0,,30000.0,,0.0,,2023-08-11 10:23,,,2024-09-02 16:39,,Closed Lost,New
24000.0,Renewal and growth. 100 users.,2962:24:27,,383.0,,2024-08-28 09:24,SymTrain EE name,,,,,690:14:05,Sales Pipeline,14556037646,Closed won,Offline Sources,Associated_60459aba,Deal_3d3dc242,,1.0,24000.0,,,1.0,Associated_60459aba,True,,,2024-08-08 10:06,,,False,24000.0,True,,Deal_1f00b561,24000.0,,24000.0,719:56:53,0.0,,2023-08-10 10:10,3286:22:50,,2024-12-23 10:25,,Closed Won,Renewal
12000.0,New Hire and Coaching,00:37:00,,165.0,,2024-01-22 12:29,Event,795:15:39,2023-12-20,,,,Sales Pipeline,14545852989,Closed won,Offline Sources,Associated_67d87cec,Deal_3d3dc242,,1.0,12000.0,,,1.0,Associated_67d87cec,True,,2025-01-20,2024-01-17 15:17,,2023-12-20,False,12000.0,True,2024-01-19,Deal_67d87cec,12000.0,42:11:26,12000.0,1179:12:45,0.0,,2023-08-09 14:28,168:12:21,,2024-12-16 14:06,,Closed Won,New
15000.0,Discussing 8/9 Pilot Use case,288:56:56,,344.0,,2024-07-19 09:05,Event,4769:11:07,,,,72:27:18,Sales Pipeline,14542844254,Closed won,Offline Sources,Associated_3131dcee,Deal_3d3dc242,,1.0,15000.0,,,1.0,Associated_3131dcee,True,,,2025-02-06 11:22,,2023-11-28,False,15000.0,True,2023-12-28,Deal_dc3d2f6a,15000.0,845:17:57,15000.0,,0.0,,2023-08-09 09:15,693:46:22,,2025-02-06 11:22,,Closed Won,PS
0.0,New hire Training and Coaching,2205:03:47,,91.0,,2023-11-08 10:52,Referral Partner,,,,,,Sales Pipeline,14531674916,Not forecasted,Offline Sources,Associated_af776924,Deal_3d3dc242,,1.0,100000.0,,,0.0,Associated_af776924,False,,,2023-09-12 09:00,,,True,0.0,True,,Deal_4240f8c3,100000.0,,100000.0,,0.0,,2023-08-08 14:48,,,2024-09-09 12:15,,Closed Lost,New
12000.0,Growth into other and future customers,1920:35:33,,549.0,,2025-01-31 14:20,Referral Partner,,,,,,Sales Pipeline,14418104484,Closed won,Offline Sources,Associated_cce6af0b,Deal_90c2529c,,1.0,12000.0,,,1.0,Associated_cce6af0b,True,,,2025-01-28 16:30,,,False,12000.0,True,,Deal_5947dc36,12000.0,,12000.0,9245:20:28,0.0,,2023-08-01 08:29,1943:36:18,,2025-01-31 14:20,,Closed Won,Growth
0.0,"Pitched coaching based on QA form, seeing a lot of...",817:11:36,,34.0,,2023-08-31 11:55,SymTrain EE name,,,,,,Sales Pipeline,14377129033,Not forecasted,Offline Sources,Associated_8937bb77,Deal_3d3dc242,,1.0,50000.0,,,0.0,Associated_8937bb77,False,,,2023-08-11 10:00,,,True,0.0,True,,Deal_080558d6,50000.0,,50000.0,,0.0,,2023-07-28 10:43,,,2025-02-05 13:48,,Closed Lost,Growth
0.0,Pending customer to start with,2543:44:14,,105.0,,2023-11-09 09:55,PAM,,,,,,Sales Pipeline,14341861532,Not forecasted,Offline Sources,Associated_8ef1808f,Deal_3d3dc242,,1.0,100000.0,,,0.0,Associated_8ef1808f,False,,,2023-10-26 10:27,,,True,0.0,True,,Deal_c8a478d8,100000.0,,100000.0,,0.0,,2023-07-26 11:11,,,2025-02-11 13:53,,Closed Lost,New
0.0,Current customer is struggling with role plays and...,164:23:59,,168.0,,2024-01-04 10:18,Event,3888:09:43,,,,,Sales Pipeline,14234455660,Not forecasted,Offline Sources,Associated_dd705eae,Deal_3d3dc242,,1.0,40000.0,,,0.0,Associated_dd705eae,False,,,2023-11-22 09:23,,,True,0.0,True,,Deal_3dd9ad89,40000.0,,40000.0,,0.0,,2023-07-19 14:44,,,2025-01-31 08:47,,Closed Lost,New
0.0,New Hire Training and Coaching for scheduling all ...,309:05:05,,112.0,,2023-11-09 08:27,Event,,,,,,Sales Pipeline,14229843222,Not forecasted,Offline Sources,Associated_f6dba41a,Deal_3d3dc242,,1.0,60000.0,,,0.0,Associated_f6dba41a,False,,,2023-09-18 09:23,,,True,0.0,True,,Deal_d08d71a5,60000.0,,60000.0,,0.0,,2023-07-19 11:05,,,2024-12-18 14:33,,Closed Lost,New
66000.0,2024 Renewal,2837:24:21,,419.0,,2024-09-09 18:05,SymTrain EE name,1556:24:38,,,,5663:12:27,Sales Pipeline,14217892146,Closed won,Organic Search,Associated_d5877754,Deal_3d3dc242,,1.0,66000.0,,,1.0,Associated_d5877754,True,,,2024-03-15 14:02,,,False,66000.0,True,,Deal_a49db446,66000.0,,66000.0,,0.0,,2023-07-18 17:03,,,2024-12-16 14:00,,Closed Won,Renewal
61250.0,Expanding into coaching with OAI Integration,1660:45:57,,143.0,,2023-12-08 14:19,SymTrain EE name,,,,,,Sales Pipeline,14211779904,Closed won,Offline Sources,Associated_ced7599c,Deal_3d3dc242,,1.0,61250.0,,,1.0,Associated_ced7599c,True,,,2023-12-12 18:08,,,False,61250.0,True,,Deal_98854a8a,61250.0,,61250.0,1108:55:56,0.0,,2023-07-18 12:09,,,2025-01-19 19:01,,Closed Won,Growth
0.0,"D2D team of over 3,500 users.",2734:48:53,,113.0,,2023-11-09 09:57,Referral Partner,,,,,,Sales Pipeline,14210952201,Not forecasted,Offline Sources,Associated_970bb80e,Deal_3d3dc242,,1.0,100000.0,,,0.0,Associated_970bb80e,False,,,2023-09-05 16:51,,,True,0.0,True,,Deal_97a9e337,100000.0,,100000.0,,0.0,,2023-07-18 12:08,,,2024-09-12 18:30,,Closed Lost,Growth
0.0,New LOB Steve inherited for their collections and ...,2734:49:57,,113.0,,2023-11-09 09:57,Referral Partner,,,,,,Sales Pipeline,14211779472,Not forecasted,Offline Sources,Associated_970bb80e,Deal_3d3dc242,,1.0,40000.0,,,0.0,Associated_970bb80e,False,,,2023-09-05 16:51,,,True,0.0,True,,Deal_cc6d05bd,40000.0,,40000.0,,0.0,,2023-07-18 12:07,,,2024-09-12 18:30,,Closed Lost,Growth
20000.0,Global New Hire Training,886:38:43,,647.0,3.0,2025-04-25 12:59,PAM,,,,,,Sales Pipeline,14211778624,Best case,Direct Traffic,Associated_f06de924,Deal_3d3dc242,,0.0,100000.0,,,0.2,Associated_f06de924,False,,,2024-04-24 15:01,,,False,20000.0,False,,Deal_c4353beb,100000.0,,100000.0,,1.0,,2023-07-18 12:01,,,2025-02-05 13:57,,Deep Dive. PSP Drafted,New
0.0,Streamline entire Recruitment and New Hire Trainin...,1124:35:52,,113.0,,2023-11-09 09:47,Referral Partner,,,,,,Sales Pipeline,14211778391,Not forecasted,Offline Sources,Associated_a5d68d69,Deal_3d3dc242,,1.0,100000.0,,,0.0,Associated_a5d68d69,False,,,2023-08-18 16:06,,,True,0.0,True,,Deal_6730f973,100000.0,,100000.0,,0.0,,2023-07-18 12:00,,,2024-11-05 09:33,,Closed Lost,New
21560.0,Escalation call center -different types of areas o...,2316:47:04,,398.0,,2024-08-08 15:31,Referral Partner,1153:50:31,,,,420:11:23,Sales Pipeline,14008462659,Closed won,Offline Sources,Associated_b19ef25f,Deal_3d3dc242,,1.0,21560.0,,,1.0,Associated_b19ef25f,True,,,2024-11-12 16:56,,2024-06-01,False,21560.0,True,2024-07-31,Deal_b19ef25f,21560.0,764:39:57,21560.0,2539:15:41,0.0,,2023-07-07 12:19,132:55:51,,2025-02-11 06:26,,Closed Won,New
0.0,Hospital contact center for 8 different hospitals....,2806:19:41,,116.0,,2023-11-01 10:19,PAM,,,,,,Sales Pipeline,14008449290,Not forecasted,Offline Sources,Associated_f6dba41a,Deal_3d3dc242,,1.0,15000.0,,,0.0,Associated_f6dba41a,False,,,2023-07-28 16:43,,,True,0.0,True,,Deal_d32a654a,15000.0,,15000.0,,0.0,,2023-07-07 11:57,,,2024-12-18 14:33,,Closed Lost,New
0.0,"Collections for Retail, Credit Cards, Loans and Ov...",00:00:06,,67.0,,2023-09-11 13:54,PAM,,,,,,Sales Pipeline,13982095242,Not forecasted,Offline Sources,Associated_f13e3963,Deal_3d3dc242,,1.0,6000.0,,,0.0,Associated_f13e3963,False,,,,,,True,0.0,True,,Deal_867bf88c,6000.0,,6000.0,,0.0,,2023-07-05 14:26,,,2024-09-02 16:39,,Closed Lost,New
12000.0,,3889:31:31,,187.0,,2024-01-09 09:41,Customer Referral CSM,,,,,,Sales Pipeline,13981934856,Closed won,Offline Sources,Associated_50618d32,Deal_b7ff96bb,,1.0,12000.0,,,1.0,Associated_50618d32,True,,,2024-01-04 06:21,,,False,12000.0,True,,Deal_e201d844,12000.0,,12000.0,619:16:11,0.0,,2023-07-05 13:53,,,2025-02-13 14:21,,Closed Won,Growth
4500.0,Streamline their current recruitment process,190:53:52,,34.0,,2023-08-09 09:19,Customer Referral CSM,,,,,,Sales Pipeline,13981816904,Closed won,Offline Sources,Associated_6d482c74,Deal_3d3dc242,,1.0,4500.0,,,1.0,Associated_6d482c74,True,,,2023-08-16 16:00,,2023-07-17,False,4500.0,True,2023-08-14,Deal_62a68cab,4500.0,,4500.0,644:52:02,0.0,,2023-07-05 13:31,,,2024-12-27 11:09,,Closed Won,Growth
0.0,,1868:52:48,,77.0,,2023-09-21 10:20,Customer Referral CSM,,,,,,Sales Pipeline,13981816212,Not forecasted,Direct Traffic,Associated_ced7599c,Deal_b7ff96bb,,1.0,15000.0,,,0.0,Associated_ced7599c,False,,,2024-08-27 12:43,,,True,0.0,True,,Deal_b453ec4a,15000.0,,15000.0,,0.0,,2023-07-05 13:26,,,2025-01-19 19:01,,Closed Lost,Growth
0.0,,01:34:11,,113.0,,2023-10-26 13:00,Event,,,,,,Sales Pipeline,13981724210,Not forecasted,Offline Sources,Associated_4aab5c2f,Deal_3d3dc242,,1.0,150000.0,,,0.0,Associated_4aab5c2f,False,,,2023-08-02 13:31,,,True,0.0,True,,Deal_c9ff2e95,150000.0,,150000.0,,0.0,,2023-07-05 12:52,,,2025-01-29 15:56,,Closed Lost,New
0.0,,5009:43:35,,212.0,,2024-01-29 07:46,Event,,,,,,Sales Pipeline,13926987286,Not forecasted,Offline Sources,Associated_0a0d9e98,Deal_3d3dc242,,1.0,50000.0,,,0.0,Associated_0a0d9e98,False,,,2023-08-10 14:30,,,True,0.0,True,,Deal_8c13e565,50000.0,,50000.0,,0.0,,2023-06-30 12:56,,,2024-10-31 12:09,,Closed Lost,New
0.0,"Law firm collection agency, primarily handle gover...",1267:15:19,,132.0,,2023-11-09 08:26,PAM,,,,,309:00:47,Sales Pipeline,13913192061,Not forecasted,Offline Sources,Associated_e8afd469,Deal_3d3dc242,,1.0,30000.0,,,0.0,Associated_e8afd469,False,,,2023-09-05 10:46,,,True,0.0,True,,Deal_ec578518,30000.0,,30000.0,,0.0,,2023-06-29 14:57,,,2024-01-25 12:46,,Closed Lost,New
15000.0,Their client is Hotel Planner. Have 350 agents tot...,337:30:56,,129.0,,2023-11-06 08:16,Referral Partner,337:58:48,2023-11-01,,,,Sales Pipeline,13913191733,Closed won,Offline Sources,Associated_ea0c140e,Deal_3d3dc242,,1.0,15000.0,,,1.0,Associated_ea0c140e,True,,2024-11-01,2024-04-18 12:27,,,False,15000.0,True,,Deal_933e50ca,15000.0,,15000.0,2132:08:31,0.0,,2023-06-29 14:55,,,2025-02-07 14:12,,Closed Won,New
0.0,,4839:18:14,,385.0,,2024-07-19 09:35,Event,1821:16:44,,,,1685:23:46,Sales Pipeline,13913191582,Not forecasted,Offline Sources,Associated_0cb10408,Deal_3d3dc242,,1.0,75000.0,,,0.0,Associated_0cb10408,False,,,2024-05-27 18:19,,,True,0.0,True,,Deal_b9881326,75000.0,,75000.0,,0.0,,2023-06-29 14:53,,,2025-02-13 14:06,,Closed Lost,New
0.0,"wholesaler distributor, go find new products and a...",48:42:17,,75.0,,2023-09-11 13:54,Event,,,,,,Sales Pipeline,13886657569,Not forecasted,Offline Sources,Associated_74fd8f26,Deal_3d3dc242,,1.0,66000.0,,,0.0,Associated_74fd8f26,False,,,2023-09-05 08:16,,,True,0.0,True,,Deal_116639c5,66000.0,,66000.0,,0.0,,2023-06-27 14:05,,,2024-01-12 17:56,,Closed Lost,New
0.0,,4246:07:36,,457.0,,2024-09-23 07:48,Customer Referral - Other,,,,,5974:43:09,Sales Pipeline,13835319382,Not forecasted,Offline Sources,Associated_d1d1e2d1,Deal_3d3dc242,,1.0,100000.0,,,0.0,Associated_d1d1e2d1,False,,,2023-11-22 09:33,,,True,0.0,True,,Deal_ace54e4b,100000.0,,100000.0,,0.0,,2023-06-23 15:27,,,2024-09-23 07:48,,Closed Lost,New
0.0,,1675:12:37,,69.0,,2023-08-23 16:08,PAM,,,,,,Sales Pipeline,13714981258,Not forecasted,Offline Sources,Associated_8f7b54b9,Deal_3d3dc242,,1.0,21000.0,,,0.0,Associated_8f7b54b9,False,,,,,,True,0.0,True,,Deal_001d08ba,21000.0,,21000.0,,0.0,,2023-06-14 20:55,,,2024-10-03 10:43,,Closed Lost,New
100000.0,Step 1 - Zenarate Replacement,924:40:35,,115.0,,2023-09-28 20:33,PAM,,,,,,Sales Pipeline,13588945588,Closed won,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1.0,100000.0,,,1.0,Associated_dbe52e71,True,,,2024-08-30 07:17,,2023-10-01,False,100000.0,True,2023-10-01,Deal_25bf9c99,100000.0,,100000.0,1493:40:09,0.0,,2023-06-05 12:30,493:03:12,,2025-02-20 16:41,,Closed Won,New
0.0,,97:01:58,,262.0,,2024-02-20 09:36,Event,1512:15:34,,,,,Sales Pipeline,13554628108,Not forecasted,Offline Sources,Associated_cc9735ee,Deal_3d3dc242,,1.0,27000.0,,,0.0,Associated_cc9735ee,False,,,2024-02-14 16:35,,,True,0.0,True,,Deal_ed232720,27000.0,,27000.0,4509:55:07,0.0,,2023-06-02 13:30,,,2024-09-02 16:38,,Closed Lost,New
0.0,,1523:08:10,,63.0,,2023-08-04 09:24,Event,,,,,,Sales Pipeline,13546752697,Not forecasted,Offline Sources,Associated_d02c75aa,Deal_3d3dc242,,1.0,10000.0,,,0.0,Associated_d02c75aa,False,,,2023-06-01 22:16,,,True,0.0,True,,Deal_5c1fe734,10000.0,,10000.0,,0.0,,2023-06-01 22:16,,,2024-12-18 13:23,,Closed Lost,New
15000.0,"trial end date 8/7
",121:05:49,,60.0,,2023-08-01 10:51,Event,1011:47:22,2023-07-01,,,,Sales Pipeline,13540347499,Closed won,Offline Sources,Associated_5c625991,Deal_3d3dc242,,1.0,15000.0,,,1.0,Associated_5c625991,True,,2024-08-01,2023-08-01 14:00,,2023-07-01,False,15000.0,True,2023-09-01,Deal_88682a9d,15000.0,,15000.0,138:38:03,0.0,,2023-06-01 13:26,,,2024-11-15 12:24,,Closed Won,New
0.0,,2523:52:18,,113.0,,2023-09-22 14:38,SymTrain EE name,,,,,,Sales Pipeline,13539369802,Not forecasted,Offline Sources,Associated_7059f1f6,Deal_b7ff96bb,,1.0,62500.0,,,0.0,Associated_7059f1f6,False,,,2023-08-09 13:35,,,True,0.0,True,,Deal_bc1002f7,62500.0,,62500.0,,0.0,,2023-06-01 11:24,,,2025-01-29 14:43,,Closed Lost,Growth
0.0,,818:16:32,,34.0,,2023-07-05 11:33,SymTrain EE name,,,,,,Sales Pipeline,13539295668,Not forecasted,Offline Sources,Associated_2fe60e04,Deal_b7ff96bb,,1.0,30000.0,,,0.0,Associated_2fe60e04,False,,,,,,True,0.0,True,,Deal_30712336,30000.0,,30000.0,,0.0,,2023-06-01 11:17,,,2025-01-03 13:58,,Closed Lost,Growth
0.0,,4174:17:10,,173.0,,2023-11-22 10:14,SymTrain EE name,,,,01:26:52,,Sales Pipeline,13537607969,Not forecasted,Offline Sources,Associated_133e939d,Deal_b7ff96bb,,1.0,30000.0,,,0.0,Associated_133e939d,False,,,2023-11-08 16:30,,,True,0.0,True,,Deal_af37b813,30000.0,,30000.0,,0.0,,2023-06-01 11:15,,,2025-01-03 11:04,,Closed Lost,Renewal
6000.0,,00:33:03,,42.0,,2023-07-13 08:55,Referral Partner,508:12:13,2023-07-17,,,,Sales Pipeline,13525575499,Closed won,Offline Sources,Associated_33af9cf7,Deal_3cf008ff,,1.0,6000.0,,,1.0,Associated_33af9cf7,True,,2024-07-17,2023-06-23 15:00,,2023-05-17,False,6000.0,True,2023-07-17,Deal_33af9cf7,6000.0,,6000.0,473:30:55,0.0,,2023-05-31 14:41,03:02:35,,2025-02-20 09:16,,Closed Won,New
0.0,"Entire district leaders (23), will be onsite for 3...",163:12:44,,64.0,,2023-08-04 10:37,Event,218:58:18,,,,,Sales Pipeline,13525574943,Not forecasted,Offline Sources,Associated_f3ad2d62,Deal_3d3dc242,,1.0,67500.0,,,0.0,Associated_f3ad2d62,False,,,2023-07-18 16:00,,,True,0.0,True,,Deal_f3ad2d62,67500.0,,67500.0,,0.0,,2023-05-31 14:37,1003:12:33,,2024-09-02 16:38,,Closed Lost,New
